audit_explanation_id,decision_action_routing_id,decision_package_id,audit_readiness_explanation,evidence_completeness_status,lineage_completeness_status,audit_event_count,current_audit_state,missing_evidence_count,missing_lineage_count,governance_note
AEX-41D2B484,DAR-426B72C9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-19F764FB,DAR-441332C4,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-3DDBD477,DAR-82C838CB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-A164D1EA,DAR-1E4C9848,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0AA48B12,DAR-CB035459,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-0440E7BD,DAR-AF9E3D40,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5880419B,DAR-5D66F99D,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-28FD9E4E,DAR-76298A2F,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-6B90B82F,DAR-5D6B7DD8,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-3834EEF5,DAR-A1061C6F,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-57D3A245,DAR-16854A51,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-15D932C3,DAR-8DC94D9B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-B12A9C87,DAR-117F321A,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-47A4B13E,DAR-013487F9,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-95767879,DAR-5051D7C0,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-5A877466,DAR-54DCC5FC,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-ED9D0CBA,DAR-D0CF523E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-2FA97919,DAR-17D71F53,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-8602D4F4,DAR-30C436A8,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-4FA94795,DAR-1DE76F65,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-468AE2D5,DAR-1A845D8D,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
AEX-DBD24E5F,DAR-CB39AB43,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,"Evidence status: Complete (100.0% coverage). Lineage status: Complete (100.0% coverage). Audit requirements: 16 events awaiting management action. Current audit state: All audit events remain Not Executed. Missing evidence: 0 categories. Missing lineage: None - all 18 stages represented. What will be recorded when management acts: Audit event contracts are ready to capture actor, timestamp, reason, and approval reference. What has not yet occurred: No management review, action selection, or approval has taken place. This audit layer prepares traceability and does not indicate that management review, action selection, or approval has occurred.",Complete,Complete,16,Awaiting Management Action,0,0,Audit explanation for management workflow support
